,description,price
90317,"Uccelliera regularly produces powerhouse Brunellos. This Rosso evidently represents a change of pace because instead of power and intensity, you get ethereal aromas of wild berry and green spice. There's also an unexpected touch of sour cherry on the close.",28.0
90326,"From the very nice 2007 vintage, this fresh Rosso di Montalcino offers measured aromas of black fruit, spice, plum, currant and moist earth. The wine's acidity is well balanced against its spicy finish.",30.0
90571,"Poggio Nardone delivers a thick and succulent Brunello with ripe notes of forest fruit and blackberry backed by spice and tobacco leaf. The wine is dense, creamy and ends with a note of sweetness followed by lingering smoke and spice.",
90587,"Here's a Brunello with a determined focus on sophistication and elegance. The wine is smooth and pristine and delivers delicate nuances of wild berry, graphite, smoke and Indian spice. The overall approach here is one that fully embraces Brunello tradition: the wine offers power and intensity but not in an exaggerated manner.",70.0
90603,"Apart from an obvious emphasis on oak-related aromas of vanilla, spice and carpentry shop, this is a satisfying Rosso that would pair with roast chicken, potatoes, garlic and rosemary. The garlic and rosemary would take the edge off those wood tones.",20.0
90613,"This luminous, ruby-colored Rosso delivers aromas of cherry, ripe berry fruit and sweet vanilla. There's a soft, modern touch here that has been shaped by oak aging and you'll taste background flavors of smoke and spice.",25.0
90614,"True to its definition, this Rosso truly does act as “Brunello's little sister.” It shows the same elegant aromas of spice and black fruit, but does so in a less intense and more informal manner. That same easy feeling translates to the mouth as well.",25.0
90628,"Light and luminous in appearance, this bright Rosso di Montalcino delivers subdued aromas of raspberry, cherry, cola and wet earth. None of these aromas are particularly intense, but they are balanced.",
90744,"Biondi-Santi performs exceptionally well in elegant vintages like 2006. This wine is balanced and fresh, with lingering notes of wild berry, white cherry, cola, spice and dark chocolate. Age this wine 10 years or more.",900.0
90918,"There's a brambly, slightly unripe or green aroma that characterizes this vintage of Poggio Antico's popular Rosso di Montalcino. That said, the wine does fill in smoothly over the palate with wild berry and spice flavors.",48.0
91188,"There's personality and power here in the form of blackberry, cinnamon, Spanish cedar and pipe tobacco. The consistency of this Brunello is pleasantly thick, but elegant, with loads of intensity on the close and a crisp, clean finish.",
91228,"This is a powerful wine, both in terms of alcohol and aromatic intensity. You'll recognize tones of cherry liqueur, blackberry preserves and Indian spice. It's soft and sweeter than most other Rosso di Montalcino.",25.0
91261,"Here's a bright, food-friendly bottling that offers raspberry, cherry and light spice aromas. The mouthful is lean and compact, and the wine shows a zesty vein of fresh acidity on the close.",20.0
91335,"An iconic wine of Italy and deservedly so, Biondi-Santi captures the spirit of the 2007 vintage with his clear fruit interpretations of red cherry, blackberry and cassis. The wine shows power, structure and fresh acidity that drives the long finish.",180.0
91338,"Compared to its basic Brunello, Querceta ups the ante with this Riserva in terms of intensity and overall power. Bold notes of cherry, spice and leather make an appearance in this fresh and firmly structured offering.",62.0
91482,"Here's a nicely evolved Brunello with earthy tones that are often associated with the Sangiovese Grosso grape. You'll get dried berry, blackberry, exotic spice and a playful touch of bacon fat that adds dimension and depth. The wine is thick and hearty on the palate, so try a pairing with lamb or game meat.",75.0
91580,"From the excellent 2010 vintage, this really shines with the characteristics that make the Sangiovese grape so wonderful. The crisp finish shows nuances of red berry, blue flower and forest floor.",25.0
91803,"There's a sharp, brambly note here of forest green and sour cherry that eventually transforms into spice and blackberry as the wine spends more time in the glass. The mouthfeel is smooth and silky.",28.0
91812,"This is a light and loosely fragrant Rosso with tones of raspberry, cherry and blueberry. It's easygoing and simple in style with fresh acidity on the close.",24.0
91819,"La Fortuna's Rosso offers contrasting aromas of spice, red apple, wild berry, bramble and cherry liqueur. It boasts a deep ruby color and in the mouth, it feels pointed and edgy.",22.0
91928,"Querceta delivers a beautiful Brunello with bold tones of ripe fruit, red cherry, spice, leather and vanilla bean. This bold red offers both structure and fresh acidity on the finish.",34.0
91930,"This ruby-colored Brunello opens with notes of fresh fruit, forest floor, cedar wood, exotic spice and blackberry preserves. It shows a bright berry mouthfeel, with cherry intensity and a clean, fresh finish.",
92094,"This Riserva Brunello from the hot 2003 vintage delivers a very elegant approach that is not jammy or cooked. In fact, the integrity of the fruit fares surprising well and the wine boasts intense aromas of blackberry, spice, cedar and cola. Playful oak aromas and fruity sweetness bring up the rear.",85.0
92946,"A “Wow!” wine on every level. This is a lovely, dark, smooth and rich expression that is packed tight with intensity and personality. The biggest, boldest wine by far from Montalcino's 2006 vintage, this bottle will age nicely and add value to your cellar collection.",80.0
92952,"Poggio Nardone offers an absolutely gorgeous Brunello with incredibly smooth, rich and beautiful aromas of mature blackberry, coffee, tobacco and smoky barbecue sauce. The wine's texture is dense but also silky and the fruit-driven finish lasts many minutes.",50.0
92958,"Riserva Vigna Paganelli is an outstanding wine with bold chocolate and exotic spice aromas that are folded deep within the wine's solid, succulent structure. This expression earns high marks thanks to the impressively rich and creamy feel it imparts in the mouth.",96.0
92962,"Sesta di Sopra delivers a superb and beautiful Brunello with impossible richness and gorgeous intensity. Aromas include black cherry, vanilla, dark mocha, freshly ground espresso and a subtle touch of mineral dryness at the end. It's equally impressive on the palate with smooth, thick intensity.",60.0
92965,"Podere Brizio delivers a super pleasurable and succulent Brunello with a soft, chewy consistency and a long, velvety finish. The bouquet is composed of dark fruit, mature blackberry, chocolate, espresso, smoke, crushed clove and toasted nut.",65.0
92966,"Cupano's 2006 Brunello is a delicious and opulent wine with density, confidence and penetrating aromas of black fruit, chocolate and exotic spice. This expression speaks loudly to those who love bold, well-extracted wines with generous intensity and a soft, velvety touch.",100.0
92967,"This gorgeous wine opens with a big, bold aromatic bang, enormous depth, intensity and concentration. This is a massive Brunello on every front including aromatics. The tones of cherry, leather, tobacco, sweet spice and toasted nut are perfectly focused and bright.",150.0
92985,"Canneta presents a thin, ruby-colored Rosso with immediate aromas of raspberry, red apple, tobacco and spice. The wine is bright and streamlined on the finish with a prickly acidic endnote.",
93248,"Brunello Poggio Banale is a soft, succulent expression of Sangiovese Grosso with sweet cherry and smooth vanilla aromas. The mouthfeel is plush, rich and creamy but there's a touch of balanced acidity that brings those lively fruit tones into crystalline focus.",
93250,"La Gerla offers a spectacular Brunello that hits all the right marks in terms of intensity, beauty and staying power. This is an opulent and rich wine with plump blueberry flavors followed by chocolate fudge and sweet exotic spice. You can either cellar it or enjoy it within the next few years.",40.0
93251,"Earthy overtones of wild mushroom and moist soil add pretty dimension to this classy Brunello. At the core of I Poggiarelli, however, are black fruit, sweet spice, toasted nut and long-lasting black cherry flavors.",
93255,"Brunello Helichrysum is a very rich and creamy wine with loads of smooth density on the finish. Aromatically, the wine is packed tight with intense layers of mature blackberry, cola, pipe tobacco, pressed blue flower, cinnamon and toasted almond.",63.0
93257,"This beautiful Riserva Brunello opens with dark richness and loads of mature berry flavors such as blackberry, maraschino cherry and cassis syrup. A cheerful spice element comes through on the mouth thanks to overtones of crushed clove and black pepper.",120.0
93258,"Campo del Drago Brunello boasts a soft, modern style with creamy chocolate and opulent cherry overtones. The wine is almost ready to drink (try it after 2014) but would also make a promising candidate for more years of cellar aging.",75.0
93260,"La Rasina offers a beautifully dark and austere expression of Brunello with almost exaggerated intensity. The wine is dense, extracted and velvety with smooth cherry and vanilla backed by a firm tannic backbone. Drink after 2015.",44.0
93261,"This is a gorgeous expression from Montalcino that opens with opulent and beautiful aromas of dark chocolate, ripe cherry, leather and barbecue smoke. The wine is immensely rich and succulent at its core and creamy, velvety density marks the luscious fade.",70.0
93262,"Rich and complex with a long aging future ahead, this beautiful Brunello from Valdicava offers tight, crisp acidity, solid tannins and a bouquet that is richly packed with black fruit, cherry, spice and tobacco aromas. Pair this wine with succulent cuts of beef.",
93267,"This beautiful Brunello will charm your socks off. The wine is rich and plush, deep and concentrated, intense and ripe with personality. It offers a modern yet sneakily sophisticated nose with tones of bright cherry, almond paste and vanilla. The tannins are still a bit firm and so give it another five years of cellar aging.",55.0
93268,The celebrated Poggio alle Mura Brunello delivers hearty masculine richness and deep layers of sassy spice that are offset by plush blackberry and cherry nuances. The wine shows solid structure that will soften with careful cellar aging.,82.0
93319,This Rosso shows awkward aromas of almond paste and lemon zest on top of characteristic layers of wild berry and spice. It's light and lean on the palate with crisp fruit flavors on the close.,
93424,"The 2007 vintage in Montalcino has produced beautifully rich and balanced wines. This pretty expression boats aromas of wild berry, dried ginger, leather, tobacco and a touch of espresso. There's a bright point of acidity on the close followed by a firm tannic structure.",80.0
93541,"Austere and reserved with a dark side of exotic spice, anise and mature black fruit, Vigneto Manachiara is a savory, masculine and intense Brunello. In the mouth, the wine tastes dense, concentrated and opulent. This is a real crowd pleaser.",106.0
93543,"La Serena offers an amazing wine with rich smoothness and loads of chocolate and cherry intensity. In the mouth, the wine tastes round and soft with bright almond and cinnamon notes on the close. Pair it with saltimbocca, or veal steaks wrapped in ham and sage leaf.",
93548,"A stellar performer year after year, Uccelliera's confident delivery is characterized by intensity, purity and personality. This Montalcino favorite also delivers plush softness with thick texture and a focused point of bright acidity.",75.0
93549,"Here's a modern, plush and extracted expression of Sangiovese Grosso that has been enhanced by elegant oak aging. Still young, it exhibits notes of vanilla, toasted coconut, smoke and resin along with a solid base of cassis and dried berry fruit. The texture here is polished and smooth with zesty spice on the close.",96.0
93550,"San Polo has shown very impressive work lately and this velvety rich Brunello pushes its ambitions even further. The bouquet offers a long succession of beautiful aromas including black cherry, vanilla, carob, cola, cinnamon spice and black licorice. There's also a drying mineral note that adds a dusty touch of elegance and sophistication.",75.0
93555,"This is a very pleasurable, smooth and rich Riserva that lavishes layers of chocolate fudge, vanilla bean and bright cherry. Overall, it shows good intensity and smooth consistency.",88.0
93556,"Italians use the word “piacione” to describe a wine with irresistible intensity, softness and complexity. This is a piacione, or super-pleasurable wine, in the most positive meaning of the word. It shows loads of depth, personality and endurance. You'll love the vanilla chocolate and bright cherry finish.",45.0
93842,"This thick, masculine expression of Brunello offers loads of rich spice, vanilla, moist tobacco, smoked bacon, toasted coconut and black fruit. The oak element is present but also well integrated and gives extra dimension and personality overall.",60.0
93843,"Plush and softly textured, this modern expression of Brunello boasts generous tones of black fruit, cherry, tobacco, leather and cola with smooth, silky tannins. You could age this wine many more years, or drink it sooner thanks to the inherent softness here.",55.0
93850,"This is a dark, smooth and rich Riserva Brunello with a spot of sweet succulence and ripe cherry at the midpalate. The wine offers long, smooth texture and a clean, persistent mouthfeel.",200.0
93851,Madonna del Piano Riserva's rich elements of barbecue smoke and spice add background nuances to black fruit and mature cherry. But what really sets this Brunello apart is the smoothness of its silky texture.,
93854,"Bright spice, tobacco and leather make for a warm, brooding personality that characterizes Mocali's gorgeous Brunello. But the fruit is by no means missing. In fact, loads of cherry and blueberry help to liven the wine's densely extracted mouthfeel.",40.0
93862,"Opulent and rich with a modern twist of espresso and vanilla, Lazzeretti has produced a succulent, soft wine that will age many long years ahead. This expression of Brunello lasts long on the palate thanks to its tones of sweet spice, black cherry, cola and creamy milk chocolate.",
93865,"This inky, dense Brunello delivers rich opulence and velvety cherry-berry nuances. Cassis, ripe raspberries and currants are followed by dark chocolate and exotic spice. The wine shows great balance too, especially between acidity and tannin.",
93867,"Here's a very palatable and plush Brunello with opulent aromas of red fruit, cherry, plum, mesquite, cola and smoky graphite notes. Pair it with steak in wild mushroom cream sauce.",55.0
94140,"This beautiful wine (gorgeous both in terms of execution and presentation) offers rich layers of mature fruit, chocolate, espresso and exotic spice. The wine's texture is incredibly smooth, soft and persistent.",92.0
94141,"Franco Pacenti's enticing Brunello opens with a sudden blast of cinnamon stick and nutmeg that slowly evolves to include tones of cherry, Indian spice, smoke and even a touch of dried green herb. The penetrating finish offers more clove and sweet spice flavor.",
94142,"A 25th anniversary special selection, this beautiful Brunello shows thick structure with rich flavors of earth, black fruit, natural rubber, black fruit, soy sauce, cola, pressed flowers and toasted nut. The overall effect is elegance and sophistication.",60.0
94144,"Castelgiocondo's Brunello aptly represents the new face of Montalcino with its plump, well-extracted and modern style. The wine is packed with soft black cherry, chocolate and coffee aromas and shows a smooth, long-lasting finish.",72.0
94146,"This beautiful Riserva Brunello is characterized by very good balance, enduring sensations of richness and aromatic generosity. The wine's natural density and bright berry flavors carry forth over the long finish.",90.0
94147,"Here's an austere and sophisticated wine with dark notes of carob, exotic spice, cardamom pod, mesquite smoke and blackberry. The wine is soft, plush and chewy with firm tannins (that could use more time to soften) and a playful touch of acidity on the close.",60.0
94148,"This gorgeous wine from Biond-Santi represents one of the best Brunellos ever made by this storied Montalcino producer. The wine is clean, fresh and shows a slow, steady evolution in the glass. It is also more concentrated, rich and intense than recent vintages.",
94151,"Thanks to 36 months of careful oak aging, this hearty Brunello opens with a dark, inky color, deep extraction and intense aromas of black cherry, chocolate, rum cake, cinnamon, mesquite and wet stone. Pair it with hand-made pasta and shaved black truffles.",80.0
94154,This Brunello Riserva shows a very rich and dark side thanks to its firm structure and integrated acidity. Blackberry and dark fruit tones are backed by dense concentration and extraction. Bets are on that this wine will age beautifully over time.,90.0
94155,This is a beautiful wine with impressive density and intensity that helps push its cherry-berry flavors smoothly over the palate. Complex and sophisticated flavors distinguish this wine overall. Gorgeous.,100.0
94157,"Sandro Chia and his family at Castello Romitorio offer a rich, plush and velvety expression of Brunello with excellent dimension and staying power. Plump fruit flavors and black cherry color the long, soft fade.",45.0
94163,"Clean and polished with accents of spice, black fruit and touches of tobacco and resin, Brunello Clandestino would make an elegant pairing partner to delicate roast beef with crispy roast potatoes. Give those tight tannins more time to age.",
94164,"Poggio Antico consistently delivers standout Brunello, and this expression from the 2006 vintage is no exception. The wine is plush and rich with deliciously soft succulence. In the background, it delivers loads of vanilla, sweet spice, clove and black cherry.",80.0
94227,"There's an overripe or jammy element to this Rosso that resembles blackberry preserves, smoked ham and moist tobacco. The wine tastes sweet and sticky in the mouth and leaves the palate covered with strawberry-like flavors.",
94440,Fuligni's newest Brunello is characterized by well-polished and very elegant tones of graphite and slate roof that give the wine a defined mineral backbone. It becomes more expansive on the palate thanks to its natural richness and fruit-forward berry flavors.,77.0
94441,"This is a garnet-ruby-colored Brunello with remarkable freshness and pristine berry aromas. Le Chiuse di Sotto would pair beautifully with roasted rabbit or white meat thanks to the polished, elegant feel it imparts on the close.",
94445,"Casalino's Brunello is a dark, pleasurable wine enhanced by warm richness, mineral notes, toasted almond and sweet black cherry. The general smoothness and fullness of the texture is what sets this wine apart.",43.0
94446,"Brunello Phenomena Riserva opens to well-defined, smooth and sophisticated tones of black fruit, smoked bacon and savory spice. Background tones include leather, moist earth and pressed red rose.",
94449,"Brunello is the perfect winter wine to enjoy by a roaring fire with friends or a romantic partner. This expression from Terralsole is particularly well suited to this happy fate thanks to its silky, soft nature, firm tannins, spice aromas and bursting fruit tones.",75.0
94451,Vigna delle Raunate opens with bold smoke and spice tones upfront that are closely followed by mature fruit and blackberry aromas. Delicate touches of vanilla and black spice create beautiful accents along the way.,50.0
94452,"Structured and dense, this bold Brunello offers big color, density and extraction. On the nose, it is characterized by elegant oak tones of vanilla and spice that are married to bright cherry after tones.",45.0
94453,"San Lorenzo delivers a dark, brooding expression from Montalcino with dense concentration that is accented by smoky notes of cured meat and Indian spice. Fresh tones of cherry and cassis cap the long, fruit-driven fade.",50.0
94454,"Pretty sweet spice and cherry aromas are followed by richness and a plush, extracted mouthfeel. In terms of its flavors, the wine shows soft vanilla and cherry tones with crushed clove at the rear.",43.0
94457,"Fattoria dei Barbi's Brunello is very rich and decadent with black cherry, plum, prune and tobacco aromas. The wine shows great tannic structure and smooth consistency. Very nice.",49.0
94459,"Brunello Fossacolle opens with a darkly concentrated color and aromas of tobacco, spice, chocolate and meaty, pulpy black fruit. The wine presents a bigger, inky style and shows good depth and density on the palate thanks to its extracted consistency, creaminess and overall intensity.",65.0
94465,"Bright nuances of clove and exotic spice are lavished over a solid base of dark fruit, cherry, plum, and currant. The wine closes long with soft, smooth texture and a creamy, fruit-driven finish.",47.0
94466,Caprili brings us a beautifully elegant and shapely Brunello that is enhanced by plump cherry and wild berry nuances. Subdued tones of vanilla and spice add a nice touch of zest on the long finish.,55.0
94468,"Elegant and sophisticated with touches of forest berry and bramble, this Selezione Brunello offers natural qualities (such as balanced acidity and tannins) that make it a perfect match to hearty meat dishes. The close is austere, rich and firm.",60.0
94469,"Loaded with aromas of black fruit, cured meat, ripe cherry, spice, vanilla bean and moist pipe tobacco, this beautiful Brunello would pair with mesquite grilled steak or pork roll stuffed with chopped rosemary. The wine delivers intensity and bright freshness that drives a zesty, tonic aftertaste.",40.0
94743,"This Riserva Brunello delivers savory, brambly characteristics of moist earth and pressed blue flowers backed by forest berry and black cherry flavors. The mouthfeel is compact and clean with crisp acidity on the close.",80.0
94749,"This Brunello offers unbeatable quality for price. The wine opens with beautiful fullness, generosity and round, soft contours. Aromas include exotic spice and mature cherry. That typical Sangiovese brightness livens the mouthfeel.",47.0
94750,"Castello Banfi's 2006 Brunello opens with smooth and soft cherry flavors and is packed tight with background aromatics that include tobacco, cola, leather and more dark fruit. The wine's texture is silky, crisp and long-lasting.",55.0
94751,"This hearty Brunello Riserva could use a few more years of cellar aging, although it already shows great promise especially thanks to its fine fruit qualities. In the mouth, the wine is crisp, clean and defined.",70.0
94752,"Plush, ripe, soft and smooth, this wine presents a long list of pleasurable attributes. It opens with a dark garnet color and blackberry, cherry, vanilla, mocha, espresso and tobacco aromas. There's a very clean or pristine nature overall and the wine boasts ripe fruit flavors, backed by smoke and sweet spice.",
94754,"Opulent touches of campfire smoke and exotic spice are followed by black fruit, plum and cassis. This Brunello Riserva delivers a rich, smooth texture on the finish.",165.0
94756,"This hearty Brunello is packed tight with Christmas spice, vanilla bean, freshly ground espresso, black fruit and smoky mesquite. It's a thickly extracted, sophisticated and delicious wine that lasts a very long time on the palate.",40.0
94758,"Riserva gli Angeli is a beautiful Brunello with plump richness and long-lasting flavors of red fruit, exotic spice, leather and tobacco. Thanks to excellent growing conditions, this lucky vintage shows wonderfully rich texture in the mouth.",85.0
94762,"Broad spice and almond notes evident on the nose of this hearty Brunello are accented by cherry, bright blueberry and cassis. In the mouth, the wine shows enormous elegance and a silky, streamlined feel.",65.0
94765,"Owned by an expat artist/writer couple, Máté shows a great evolution of style and grace over the past years. This 2006 Brunello straddles modernity and tradition with a playful juxtaposition of wild berry and raspberry aromas against vanilla, clove and cinnamon spice.",65.0
95040,"This textbook Brunello boasts a careful balance of elements. Sweet cherry and vanilla aromas segue to austere notes of exotic spice, cola and waxed leather. This is a tempered but elegant wine that would match savory duck with wild rice.",
95042,"From one of Montalcino's historic estates, Camigliano's Brunello opens with attractive darkness and a smooth texture. Dark fruit, tobacco and espresso aromas emerge from the nose and the wine feels bright, polished and silky overall.",50.0
95050,"Brunello Vigna Manapetra shows soft roundness and ripe aromas of cherry, blackberry, sweet spice and barbecue smoke. It feels tight, firm and well integrated in the mouth and shows very nice acidity on the close, which is fresh without being sharp.",50.0
95052,"Argiano offers an elegant aromatic combination of red fruit, spicy barbecue and polished mineral. This unique expression delivers a toned, streamlined mouthfeel that will not overwhelm the pasta or meat dishes it is paired with.",65.0
95055,"La Fornace offers the kind of Brunello that will make you wish you bought a second bottle. It opens with a bright and cheerful bouquet shaped by various shadings of black fruit and exotic spice. In the mouth, it is still tight and firm so give it a few more years of bottle aging.",
95057,"This fruit-forward wine opens with bursting notes of cherry, blackberry, vanilla, almond paste, cola and delicate touches of resin or wet river stone. It's an impressive achievement that straddles a fine line between modernity and tradition.",55.0
95062,"Thanks to the impressive complexity here, you can easily attribute a long list of adjective to describe the nose of this elegant Brunello. Cherry, cassis, church incense, lavender and dried violets all come to mind. Tight tannins and a touch of astringency will soften with more time in the bottle.",70.0
95064,"La Poderina's Brunello shows impressive balance between its bright fruit and sassy spice components. On the close, the wine exhibits a tight, firm and penetrating feel that is carried forth by acidity and the natural firmness of the tannins.",
95343,"Talenti delivers a very impressive Brunello with inky-dark concentration and background layers of coffee, espresso, fudge and maraschino cherry. Give it more time to age so that those sharp points of firmness can soften and widen.",
95346,"This is a direct and pungent Brunello with an intense, vertical lift and a steady delivery of fruit, spice and smoke aromas. It opens with dried raspberry, cassis, clove and pipe tobacco followed by fine tannins and persistency.",120.0
95347,"Campogiovanni is a rich, inky expression of Sangiovese Grosso with beautiful personality and length. The mouthfeel is still young and raw but the aromas already show deep evolution and harmony. You'll recognize tones of red cherry, root beer, mesquite and Indian spice.",50.0
95348,"Austere and sophisticated with penetrating layers of Indian spice, dark fruit and cured meat, Mastojanni delivers the kind of Brunello you'll want to pair with the best cuts of lamb or beef. This is an elegant and linear wine and the dark fruit element adds softness to the overall texture.",70.0
95353,"Vigna Pianrosso is a vineyard-designate Brunello that opens with warming notes of spice, cardamom, ginger and rhubarb. The wine delivers a very smooth and creamy texture in the mouth.",70.0
95354,"Nicely integrated aromas of black fruit, cured meat, pressed rose petal and cherry shape a full-bodied, luscious expression of Brunello. The wine is streamlined, crisp and elegant in the mouth.",45.0
95357,"Soft vanilla and marzipan aromas are enhanced by blueberry and sweet tobacco. This beautiful Brunello shows a fine, polished texture with background cinnamon and exotic spice.",41.0
95358,"This dark Brunello by Ferrero offers a nice ensemble of mineral and graphite notes followed by mature berry fruit and smooth, rich extraction. Dark spice and toasted almond pick up the rear.",40.0
95359,"This dark garnet colored Brunello opens with straightforward and uncomplicated aromas of wild berry, spice and leather. This wine also shows a high level of confidence that is seen in its firm tannins, crisp acidity and rich aftertaste of clove and black fruit.",65.0
95364,"There's a smoky, meaty quality here with mature fruit, cola, mesquite and cured meat nuances in the background. La Colombina boasts impressive intensity and lingering spice flavors.",42.0
95366,"Here's an inky, garnet-colored Brunello that opens with lavish aromas of mature berry, moist earth, dried rose and cured meat. In fact, that distinctive note of bresaola or smoked ham is one of its most interesting qualities. The mouthfeel is thick and penetrating and the tannins are dense but smooth.",
95367,"Ugolforte Brunello opens with perfumed aromas of blue flower, wild berries, white cherry, cinnamon, vanilla and a slight hint of toasted coconut. In fact, those oak-driven aromas could use more time to integrate. The mouthfeel, however, is more evolved at this stage with bright acidity and a spicy aftertaste.",60.0
95492,"This pretty Rosso offers sweet berry and raspberry aromas, with slight touches of toasted almond and spice. The finish is fresh and crisp.",16.0
95642,"Gorgeous on all fronts save for a tiny touch of rawness on the nose. Aromas include fresh cedar wood, incense and crème de cassis syrup. The wine is determined and powerful in terms of alcohol and delivers long, rich intensity to match.",70.0
95643,"Ferrero Brunello Riserva opens with sweet, soft tones of milk chocolate and ripe berry with shades of leather and exotic spice on the fade. The wine's soft, plush mouthfeel will match succulent cuts of grilled steak.",80.0
95649,"A tight, compact and streamlined interpretation, this Riserva Brunello offers clean cherry aromas backed by slight renderings of tobacco and fine leather. The wine shows medium extraction and density with good intensity.",90.0
95650,"This elegant Brunello opens with a ruby-garnet color and offers enticing aromas of mature berry fruit, cedar, and a touch of cola or tar. There's a smoky, mineral note in the mouth and although the texture it not too dense, it delivers a soft, sophisticated edge.",55.0
95667,"Bellezza is indeed a beautiful expression of Sangiovese (aged in oak) that peels back layer after layer with cherry, spice, leather and tobacco aromas. The fruit-driven finish is long, smooth and satisfying.",35.0
95942,"This ruby-colored Brunello opens with bright cherry nuances and loads of toasted almond and cinnamon spice. From the lower, southern side of Montalcino, this interpretation focuses on quality fruit aromas, crispness and a sense of clean linearity.",55.0
95945,"Here's an interesting Brunello that recalls moist notes of forest floor and white mushroom, backed by cherry and wild berry. The wine opens with dense concentration and a dark ruby color. It ends with a long, polished feel.",65.0
95947,"La Collina dei Lecci offers a clean but compact Riserva Brunello with bright bursts of white cherry and forest berry followed by light accents of smoke and spice. With medium intensity and structure, this food-friendly alternative would match risotto or pasta.",55.0
95950,"Here's a bright, buoyant style of Brunello that drinks easily but also delivers the sophistication and complexity you should expect of Montalcino. It opens with crisp, tonic aromas of cassis and wild berry with very subtle aromas of vanilla and toasted nut at the back.",55.0
95957,"With a slight hint of orange coloring at the rim, this beautiful Brunello delivers impressive concentration and aromatic intensity. There are evident oak tones of vanilla and spice that already showing signs of smooth integration. It offers sophisticated fruit and cherry flavors on the long fade.",60.0
95960,"Here's a dark, hearty Brunello that will appeal to those who love a thickly structured wine to pair with grilled sirloin or tri-tip. There's a natural thickness or succulence here followed by firm tannins, bright acidity, mesquite and loads of black cherry.",
95963,"This is a very smooth and polished wine with good density, length and a squeaky-clean feel on the palate. The wine's texture is fine and smooth with buoyant aromas of wild berry, forest floor and root beer that keep the intensity alive.",50.0
95965,"Bright, clean and linear with pretty accents of spice, blackberry, leather and lingering tobacco, Villa al Cortile Riserva is the kind of wine you'll want to pair with a hearty meat dinner. The wine shows velvety, soft texture in the mouth.",60.0
96009,"Although this wine is executed in a light and informal style, it shows excellent integrity of fresh berries and a playful, youthful approach that will appeal to those looking for an everyday dinner wine. Well-dosed notes of spice, chocolate and tobacco fill in the background.",25.0
96241,"Brunello Cantine Leonardo opens with loads of cinnamon and nutmeg with background tones of clove, earth, pressed violet and syrupy cassis. The wine closes with a long, spicy fade and a balanced touch of cleansing acidity.",60.0
96246,"This is a syrupy, rich, meaty wine that opens with impressive intensity and extraction. It's a bruiser and a pleaser that delivers aromas of cherry liqueur, blackberry jam and exotic spice. It's also a masculine, opulent wine that could use a few more years of cellar aging.",50.0
96252,"Here's a textbook Brunello Riserva with dark berry fruit, spice and bright touches of cola and smoke. The wine overall is smooth, rich and plays its cards well.",80.0
96255,"Still young and nervous, this wine needs a few more years of cellar aging. There's great potential here thanks to the wine's natural aromas of cassis, dried fruit, cherry and toasted nut. In the mouth, it is tart, crisp and long-lasting.",55.0
96259,"Meaty aromas of smoked bacon and bresaola appear at first but softer aromas of chocolate, mocha and nutmeg slowly mature as the wine evolves in the glass. There's a slight touch of cherry sweetness in the mouth and the fade is both juicy and persistent.",
96260,"This is a nicely balanced wine with bright cherry and berry flavors that are offset by sweet spice, almond and toasted oak. The wood elements already show integration and will continue to diminish with time. Give this wine five or so more years of cellar aging.",68.0
96261,"Brunello Prime Donne (made by an all-female winemaking team) opens with loads of ripe fruit and overtones of strawberry, blackberry and exotic spice. The wine is beautifully soft and smooth in the mouth with rich, dark extraction.",80.0
96263,"There's a tight, sharp element here with defined tones of bramble and wild fruit. Later, as the wine sits in the glass, this lively Brunello Riserva opens to generous tones of soft vanilla, leather and spice.",
96541,"This Brunello is characterized by dark, dense extraction that seems packed tight with black cherry, pressed rose, spice, root beer and toasted nut. The wine feels full and opulent on the close but fresh acidity stops it from being heavy or chewy.",
96543,"This vineyard-designate Brunello opens with ripe tones of prune, thick blackberry fruit and lingering but subdued Indian spice. This is not an overblown or overly intense wine. Instead, the focus is on elegance and longevity.",45.0
96546,"This bright Brunello is accented by a few sharp points of acidity that will soften with more years of bottle aging. On the nose, the wine shows layers of wild berry, bramble, white mushroom, moist earth and pressed violets.",45.0
96557,"This classic Brunello is slightly more closed aromatically and subdued at first, but opens to deep layers of berry fruit and exotic spice as the wine stays in the glass. Elegant flavors of almond and cassis appear as pretty accents on the long fade.",42.0
96559,"This bright Brunello is accented by generous tones of clove, spice and dark berry fruit. The mouthfeel is rich but also lively at the same time and overall this wine would make a great companion to lamb or grilled steak.",46.0
96564,"Refined and elegant, you could easily characterize this as a feminine expression of Brunello. It is redolent of forest fruit, white chocolate, dried violets, resin, tar and a touch of smoked bacon. In the mouth, it shows a sharp, fine quality that is enhanced by natural freshness.",60.0
96845,"Le Bruciate Riserva offers bright aromatic nuances of cola, root beer and a touch of shaved ginger backed by loads of black fruit and smooth spice. The wine shows great personality and persistency.",48.0
96847,"This Brunello shows very nice balance with sweet aromas of cherry, bright fruit, almond paste and Christmas spice. The wine plays the elegance card well with a mouthfeel that is tight and buoyant without being chewy or heavy.",50.0
96854,"Not overblown or exaggerated, this tight and carefully balanced Brunello strikes a chord between power and elegance. At its essence are aromas of red fruit, forest berry, cola, mesquite and cedar wood.",50.0
96858,"La Fiorita's Brunello opens with some barrel aromas of toast and smoke that need time to blow off. Once they do, however, you will be pleasantly surprised by the wine's fruity aromas of mature cherry and strawberry.",55.0
